ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms,YYYY-MO-DD HH-MI-SS_SSS
-1.5584,2.0815,9.5382,-0.5852,2.4068,9.4887,-0.9755,-0.2346,0.1618,-0.1429,0.0581,-0.3625,116,-12.75,-22.77,-31.73,138.66,-14.65,3.16,5,41.126,47.85031,12.118922,488,NaN,3.64,9.648001,133.9,21 / 29,154009,2018-11-12 07:53:32:700
1.7008,1.7593,12.0135,-0.0659,1.5559,9.6822,1.7103,0.0037,2.7113,-0.5826,-0.1496,-0.0853,121,-16.1,-20.65,-34.04,132.7,-9.6,0.54,5,42.397,47.850304,12.118945,489,NaN,3.64,9.648001,118.3,21 / 29,156008,2018-11-12 07:53:34:699
-0.7411,3.5817,7.567,-0.3531,2.2332,9.5424,-0.3637,1.4189,-1.7542,0.0908,-0.1413,-0.2014,96,-14.64,-25.58,-29.7,136.98,-13.01,2.19,5,42.715,47.850296,12.118969,489,NaN,3.64,9.648001,120.6,21 / 29,158009,2018-11-12 07:53:36:700
-1.4957,2.0345,8.308,-0.0554,2.1087,9.5771,-1.4657,-0.0293,-1.0552,-0.2484,-0.0465,-0.1416,94,-9.62,-35.22,-22.75,164.45,-12.97,-0.02,5,47.353,47.850292,12.118989,489,NaN,3.6,9.648001,113.1,21 / 29,160009,2018-11-12 07:53:38:700
1.2907,1.3621,6.1114,0.0392,1.8048,9.6391,1.2814,-0.4385,-3.411,0.4495,-0.1309,0.0709,95,-29.04,-26.94,-22.78,128.72,-9.22,0.04,5,45.888,47.850285,12.119007,490,NaN,3.6,9.648001,133.4,21 / 29,162009,2018-11-12 07:53:40:700
2.6859,3.2469,8.7317,0.6937,2.2475,9.5204,2.1989,0.9654,-0.6408,-0.117,-0.407,0.1225,125,-26.33,-22.59,-27.27,123.14,-13.29,-3.69,5,38.932,47.850273,12.119022,490,NaN,3.56,9.648001,127.2,21 / 29,164008,2018-11-12 07:53:42:699
0.3998,2.6324,9.8517,0.8413,1.7543,9.6117,-0.4691,0.8079,0.2204,-0.2907,-0.0096,0.138,147,-30.42,-27.71,-24.58,126.07,-10.89,-4.95,5,47.605,47.85026,12.119038,490,NaN,3.56,9.648001,155.4,21 / 29,166008,2018-11-12 07:53:44:699
-0.0557,2.2229,8.4247,0.2394,1.6766,9.6593,-0.4064,0.5762,-1.1225,0.0942,0.0557,-0.1325,147,-23.15,-24.41,-27.89,131.43,-9.62,-1.55,5,43.145,47.85025,12.119024,490,NaN,3.53,9.648001,214.6,21 / 29,168009,2018-11-12 07:53:46:700
-0.5821,-1.0257,15.3891,0.5116,1.5119,9.6759,-1.2855,-2.6825,5.9276,-0.539,-0.3362,-0.7475,146,-29.05,-28.27,-25.78,130.34,-8.87,-3.03,5,35.728,47.85024,12.119037,490,NaN,3.53,9.648001,137.1,21 / 29,170008,2018-11-12 07:53:48:699
0.2296,2.2693,8.9861,0.5788,1.9434,9.5947,-0.32,0.3782,-0.5602,-0.2085,0.1039,0.1901,131,-24.62,-26.08,-28.98,129.8,-11.65,-3.51,5,45.55,47.850235,12.119066,490,NaN,3.53,9.648001,124.9,21 / 29,172008,2018-11-12 07:53:50:699
0.779,1.9974,7.638,0.1072,1.9206,9.6161,0.6977,0.1221,-1.8491,0.1091,0.0514,0.3831,128,-32.04,-26.52,-26.52,123.77,-11.16,-0.62,5,45.696,47.850235,12.119095,490,NaN,3.49,9.648001,111.6,21 / 29,174009,2018-11-12 07:53:52:700
1.3284,0.5829,7.3549,0.5802,1.614,9.6555,0.7771,-0.9904,-2.2961,1.0417,0.0898,-0.0493,114,-25.8,-17.38,-27.53,118.06,-7.71,-3.64,5,44.161,47.85024,12.119121,490,NaN,3.46,9.648001,88.9,21 / 29,176009,2018-11-12 07:53:54:700
0.2208,2.035,10.1485,0.577,1.623,9.6542,-0.3558,0.4344,0.6573,-0.1381,-9.00E-04,0.1648,112,-6.71,-25.42,-22.78,164.88,-9.53,-3.42,5,41.952,47.850246,12.119145,488,NaN,3.46,9.648001,71.2,21 / 29,178008,2018-11-12 07:53:56:699
-0.3861,2.1795,8.0688,-0.4992,1.9643,9.5949,0.1031,0.2404,-1.3565,-0.223,0.129,0.1339,89,-18.86,-18.69,-27.71,122.74,-11.76,2.83,5,42.294,47.850258,12.119152,488,NaN,3.46,10.72,264,21 / 28,180008,2018-11-12 07:53:58:699
0.3108,1.5952,6.6129,-0.3304,2.6521,9.4354,0.6343,-1.0241,-2.7042,-0.0332,0.0293,-0.4131,93,-19,-22.93,-29.07,123.94,-14.98,1.66,5,39.138,47.85024,12.119141,488,NaN,3.42,9.648001,170.6,21 / 29,182009,2018-11-12 07:54:00:700
0.1935,1.3146,10.2582,0.6756,1.8518,9.6065,-0.4252,-0.5004,0.6558,-0.2367,0.2052,0.6016,124,-24.69,-25.39,-22.68,130.45,-10.88,-4.02,5,45.735,47.850224,12.119166,488,NaN,3.42,9.648001,126.1,21 / 29,184008,2018-11-12 07:54:02:699
-0.9104,1.3237,10.0851,-0.5834,1.3314,9.6983,-0.3139,0.0015,0.5042,-0.0989,-0.2348,0.0994,85,-17.24,-27.34,-27.89,145.41,-7.96,3.84,5,47.73,47.850212,12.119192,488,NaN,0,9.648001,,21 / 29,186009,2018-11-12 07:54:04:700
-0.3071,1.1402,9.7824,-0.2318,1.1398,9.7374,-0.0767,0.0079,0.1126,0.022,-0.0226,0.0272,100,-17.17,-25.35,-28.5,140.57,-6.67,1.36,5,40.252,47.85021,12.119199,488,NaN,0,9.648001,,21 / 29,188008,2018-11-12 07:54:06:699
-0.2161,1.2787,9.5947,-0.1999,1.2876,9.7197,-0.0277,-1.00E-04,0.0318,-0.0504,-0.0478,0.0115,113,-17.71,-26.14,-26.75,143.33,-7.6,1.25,5,39.852,47.85021,12.119201,488,NaN,0,9.648001,,21 / 29,190009,2018-11-12 07:54:08:700
-0.0933,1.0504,9.4004,-0.1986,1.0515,9.7481,0.1055,0.0061,-0.2834,-0.0061,-0.0186,-0.0052,112,-19.14,-25.64,-26.98,139.62,-6.16,1.2,5,40.029,47.85021,12.119202,488,NaN,0,9.648001,,20 / 29,192009,2018-11-12 07:54:10:700
-0.2848,1.1974,9.517,-0.3347,1.1296,9.7356,0.0617,0.0746,-0.1712,0.0088,0.0072,0.0272,100,-16.23,-26.66,-29.76,144,-6.61,1.97,5,38.189,47.85021,12.119202,488,NaN,0,9.648001,,20 / 29,194009,2018-11-12 07:54:12:700
-0.3497,0.987,9.4882,-0.4497,1.0065,9.7445,0.1004,-0.0134,-0.3086,0.0193,0.0143,0.0199,100,-18.57,-26.04,-29.16,141.14,-5.87,2.64,5,38.194,47.85021,12.119202,488,NaN,0,9.648001,,21 / 29,196009,2018-11-12 07:54:14:700
-0.2346,1.1041,9.7737,-0.6881,1.0916,9.7214,0.4595,0.0127,0.0492,-0.0413,-0.0229,-0.0628,98,-16.98,-24.03,-30.87,131.98,-6.42,4.27,5,47.445,47.85021,12.119202,488,NaN,0,9.648001,,21 / 29,198009,2018-11-12 07:54:16:700
-0.5673,1.0464,9.5362,-0.5421,1.0463,9.7356,-0.0248,-0.0183,-0.143,-0.015,-0.0494,-0.05,112,-19.94,-25.12,-28.58,138.1,-6.13,3.28,5,42.829,47.85021,12.119203,488,NaN,0,9.648001,,21 / 29,200008,2018-11-12 07:54:18:699
-0.4867,0.9888,9.7745,-0.4758,1.0548,9.7381,0.022,-0.0604,0.1624,-0.0516,0.0186,0.0297,115,-15.75,-24.25,-30.1,138.14,-6.25,2.78,5,47.165,47.85021,12.119203,488,NaN,0,9.648001,,21 / 29,202009,2018-11-12 07:54:20:700
-0.5222,1.0406,9.7155,-0.4771,1.0488,9.7387,-0.0485,-0.0141,0.1118,-0.0661,-0.009,-0.0192,116,-20.25,-25.66,-27.56,141.2,-6.22,2.78,5,44.545,47.85021,12.119203,488,NaN,0,9.648001,,20 / 29,204009,2018-11-12 07:54:22:700
-0.4654,1.2086,9.5832,-0.4137,1.2533,9.7174,-0.0521,-0.0221,-0.1437,-0.0433,0.0368,0.1118,128,-13.92,-24.95,-30.35,137.65,-7.37,2.42,5,46.844,47.85021,12.119203,488,NaN,0,9.648001,,19 / 29,206008,2018-11-12 07:54:24:699
0.6031,1.2052,9.7899,-0.1009,1.0004,9.755,0.6625,0.1647,0.1002,0.0876,-0.2157,-0.2355,120,-16.72,-29.8,-25.9,153.55,-5.75,0.84,5,46.771,47.85021,12.119203,488,NaN,0,9.648001,,18 / 29,208009,2018-11-12 07:54:26:700
-1.6244,1.5659,8.9469,0.1766,1.4275,9.7006,-1.7455,0.1686,-0.7655,0.0172,-0.1778,-0.5622,114,8.06,-20.92,-29.95,207.48,-8.37,-1.04,5,48.338,47.85021,12.119204,489,NaN,0,9.648001,,20 / 29,210008,2018-11-12 07:54:28:699
-2.4184,-1.2287,13.8067,0.343,1.3807,9.7029,-2.8774,-2.7516,4.2855,-0.252,-0.309,-0.4186,66,10.94,-31.72,-20.01,202.02,-8.09,-2.02,5,48.907,47.850193,12.119203,489,NaN,1.66,9.648001,182.9,21 / 29,212008,2018-11-12 07:54:30:699
0.5777,2.4615,9.085,-0.1819,1.5875,9.6756,0.7563,0.9241,-0.522,-0.036,-0.0573,0.4519,69,2.32,-37.85,-21.1,185.82,-9.32,1.25,5,46.821,47.850178,12.119198,489,NaN,1.48,9.648001,195.9,21 / 29,214009,2018-11-12 07:54:32:700
-0.1383,2.2545,6.2322,-0.6429,2.3343,9.5031,0.4152,-0.0459,-3.2177,0.3578,-0.1224,-0.022,80,12.67,-38.7,-18.37,198.27,-13.27,3.93,5,46.748,47.85016,12.119194,489,NaN,2.16,9.648001,173.2,21 / 29,216009,2018-11-12 07:54:34:700
-1.0177,2.4983,9.602,-1.1301,1.6191,9.6058,0.1336,0.9107,0.1784,-0.0117,-0.2021,-0.0779,247,-12.05,-13.37,-38.17,112.64,-9.5,6.71,5,44.408,47.85015,12.11919,489,NaN,0.76,9.648001,165.8,21 / 29,218009,2018-11-12 07:54:36:700
-0.9713,3.5188,10.3063,-0.7767,1.7516,9.6176,-0.2401,1.8278,0.8875,0.0509,-0.3628,-0.1142,273,-21.58,-19.6,-31.84,120.22,-10.22,4.9,5,47.958,47.850143,12.1192,489,NaN,3.42,9.648001,112,21 / 29,220009,2018-11-12 07:54:38:700
-0.596,2.4749,8.7063,-0.3819,1.9495,9.6033,-0.2178,0.5591,-0.7441,-0.0436,-0.2158,-0.3208,85,-25.24,-20.06,-25.11,119.21,-11.56,2.57,5,43.26,47.850132,12.119214,489,NaN,3.42,9.648001,117.4,21 / 29,222008,2018-11-12 07:54:40:699
-0.2749,-1.2399,14.2173,-0.284,1.6333,9.6655,-0.0662,-2.9497,4.6501,-0.0454,0.2891,0.2152,78,-33.14,-20.54,-25.81,116.11,-9.59,1.68,5,44.964,47.85013,12.11923,489,NaN,3.42,9.648001,95.2,21 / 29,224008,2018-11-12 07:54:42:699
-1.2604,3.5193,10.419,-0.4679,2.4917,9.4733,-0.838,1.1164,1.0071,0.2997,-0.0094,-0.2071,77,-28.82,-19.78,-17.05,116.29,-14.47,2.77,5,38.067,47.850124,12.11925,493,NaN,3.42,9.648001,111,22 / 29,226009,2018-11-12 07:54:44:700
-0.2451,2.2594,8.1393,0.1636,2.2728,9.5382,-0.3962,0.0251,-1.2562,0.1236,-0.0331,0.4183,75,-23.68,-22.94,-14.4,128.7,-13.4,-0.98,5,46.916,47.850113,12.119272,490,NaN,3.42,9.648001,121.1,21 / 29,228008,2018-11-12 07:54:46:699
1.2119,1.8925,8.6118,-0.2775,1.9778,9.6011,1.5384,-0.0174,-0.7783,-0.2128,0.4051,0.9135,89,-9.35,-9.56,0.97,132.65,-11.93,1.3,5,47.396,47.850105,12.119293,489,NaN,3.42,9.648001,125.6,21 / 29,230008,2018-11-12 07:54:48:699
-1.7922,1.9146,8.2427,-0.7199,1.8885,9.5961,-1.0696,0.089,-1.2391,-0.1086,0.0708,-0.3297,128,-19.01,-11.02,-10.61,114.29,-11.27,4.09,5,45.414,47.850098,12.119313,489,NaN,3.38,9.648001,122.4,18 / 29,232009,2018-11-12 07:54:50:700
-1.1692,1.0389,8.5792,-0.4229,2.552,9.4593,-0.7949,-1.5241,-0.6955,-0.4792,0.1732,-0.1292,86,-20.86,-16.27,-13.74,118.93,-15.48,2.38,5,46.85,47.850086,12.119332,488,NaN,3.38,9.648001,139.4,20 / 29,234009,2018-11-12 07:54:52:700
-1.1703,-1.6702,15.2064,-0.6556,1.4734,9.6731,-0.5097,-2.8528,4.4009,0.2973,0.0479,-0.0534,96,-15.99,-17.56,-20.88,132.91,-9.25,3.86,5,41.554,47.85008,12.119342,488,NaN,3.35,9.648001,149,21 / 29,236009,2018-11-12 07:54:54:700
-2.8666,2.4716,9.916,-1.3623,2.1848,9.4626,-1.543,0.3443,0.6435,-0.2027,0.4131,0.6165,72,-10.1,-23.39,-23.69,145.59,-13.38,7.03,5,50.027,47.850075,12.119362,488,NaN,3.35,9.648001,121,22 / 29,238009,2018-11-12 07:54:56:700
-0.6117,3.1384,10.1855,-0.802,2.0903,9.5477,0.1767,1.0847,0.8537,-0.1003,-0.2021,0.001,77,-10.03,-24.49,-23.53,151.03,-12.48,5.29,5,50.855,47.850086,12.119398,488,NaN,3.38,9.648001,93.4,20 / 29,240008,2018-11-12 07:54:58:699
1.498,1.399,7.6767,-0.033,1.9785,9.6049,1.5132,-0.571,-1.7775,0.515,-0.1632,-0.3161,69,-7.48,-21.77,-24.61,157.66,-10.21,0.56,5,49.948,47.850094,12.119437,488,NaN,3.38,9.648001,118.3,20 / 29,242009,2018-11-12 07:55:00:700
0.0521,1.7232,10.1605,0.373,1.58,9.6713,-0.3124,0.1726,0.6586,-0.1456,-0.1529,-0.3201,64,-8.61,-9.75,-25.07,125.43,-9.38,-2.13,5,51.249,47.850094,12.119476,488,NaN,3.42,9.648001,100.1,21 / 29,244009,2018-11-12 07:55:02:700
0.1228,1.9991,10.3452,-0.883,2.3923,9.4693,0.9863,-0.3556,1.0588,-0.763,0.0201,0.0345,71,-7.66,-12.97,-31.15,114.08,-14.83,5.39,5,51.634,47.850098,12.119508,487,NaN,3.42,9.648001,76.8,22 / 29,246009,2018-11-12 07:55:04:700
-0.7543,2.1517,11.9052,0.1104,2.0525,9.5888,-0.7689,0.3147,2.6204,0.2195,0.0357,-0.3949,82,-6.81,-16.25,-28.93,145.64,-11.75,-0.67,5,48.98,47.850098,12.119537,486,NaN,3.42,9.648001,89.8,23 / 29,248009,2018-11-12 07:55:06:700
0.4579,2.6927,9.4936,0.1823,1.8616,9.6266,0.7907,0.9785,-0.2301,-0.018,-0.0082,0.1474,87,-6.2,-10.98,-22.16,140.79,-11.12,-1.02,5,52.375,47.85011,12.11956,485,NaN,3.42,10.72,39,23 / 29,250009,2018-11-12 07:55:08:700
0.373,1.8193,6.7693,-0.3227,1.9979,9.5956,0.6903,-0.1468,-2.6736,0.3677,0.1399,0.0541,86,-10.64,-0.9,-21.96,72.89,-11.16,1.67,5,51.774,47.850117,12.119579,485,NaN,3.42,9.648001,102.4,23 / 29,252009,2018-11-12 07:55:10:700
-1.3286,0.4576,11.2519,-0.8394,2.0807,9.5465,-0.7427,-1.6631,1.9512,-0.3156,0.045,-0.2864,90,-14.45,10.21,-32.56,46.96,-13.05,4.9,5,46.576,47.850105,12.119595,485,NaN,3.42,9.648001,117.9,23 / 29,254009,2018-11-12 07:55:12:700
1.4893,1.3969,7.4284,0.3086,1.9457,9.6067,1.1353,-0.5795,-2.1396,0.3323,-0.0998,0.0264,99,-3.6,6.23,-29.6,14.71,-10.65,-1.4,5,47.006,47.850086,12.119601,486,NaN,3.38,9.648001,115.8,23 / 29,256009,2018-11-12 07:55:14:700
0.1968,1.3063,10.1688,0.2702,0.5909,9.7851,-0.2643,0.6302,0.5065,0.0206,-0.2218,-0.2327,87,17.29,5.66,-34.37,294.14,-3.42,-1.41,5,49.529,47.850082,12.119604,486,NaN,3.38,9.648001,162.4,22 / 29,258009,2018-11-12 07:55:16:700
-2.1455,1.6904,9.1669,0.1969,2.0621,9.5854,-2.1066,0.3104,-0.8256,0.5722,-0.1941,-0.2769,81,13.8,0.4,-45.13,301.33,-11.66,-1.08,5,45.358,47.850063,12.119612,485,NaN,3.35,10.72,153.9,21 / 29,260009,2018-11-12 07:55:18:700
0.7851,0.9848,9.3858,0.7327,1.516,9.661,-0.029,-0.3622,-0.0901,-0.1397,0.1811,0.3174,73,5.35,-35.06,-42.44,196.37,-9.03,-4.45,5,46.37,47.850048,12.119605,484,NaN,3.35,10.72,171.9,20 / 29,262009,2018-11-12 07:55:20:700
0.955,1.2915,9.1052,0.2606,1.4633,9.6934,0.7171,-0.1925,-0.3503,-0.1308,-0.0623,0.0191,80,15.85,-79.73,-32.65,192.81,-8.58,-1.54,5,42.967,47.850025,12.119595,485,NaN,3.35,10.72,162.7,19 / 29,264009,2018-11-12 07:55:22:700
-1.5812,2.2352,9.949,0.2837,1.8029,9.6353,-1.8622,0.4696,0.6487,-0.3467,-0.1839,-0.5253,95,31.09,-76.28,-40.88,205.63,-10.86,-1.67,5,43.304,47.850006,12.119599,485,NaN,3.35,10.72,146.3,19 / 29,266009,2018-11-12 07:55:24:700
1.6045,0.0383,13.8974,0.9048,1.2944,9.6787,0.5492,-1.2815,4.5295,-1.1645,-0.1522,-0.2948,67,20.33,-32.23,-63.53,227.68,-8.9,-5.13,5,43.407,47.84999,12.119609,484,NaN,3.35,11.792,146.6,18 / 29,268009,2018-11-12 07:55:26:700
0.3053,2.0849,8.3146,0.504,2.2566,9.5302,-0.1958,-0.0179,-1.2573,0.1763,0.2524,0.3136,484,0.18,-23.79,-60.29,198.32,-13.3,-3.03,5,49.467,47.84999,12.119609,484,NaN,3.35,11.792,146.6,0 / 29,270009,2018-11-12 07:55:28:700
1.1792,3.113,8.4587,0.0478,2.809,9.3956,1.1368,0.328,-0.7142,-0.2569,-0.0268,-0.0898,139,-21.46,-30.19,-43.55,127.34,-16.85,-0.13,5,48.778,47.84999,12.119609,484,NaN,3.35,11.792,146.6,0 / 29,272009,2018-11-12 07:55:30:700
0.2756,0.562,7.3731,0.8977,1.5045,9.6489,-0.509,-0.9124,-1.3119,-0.6002,-0.2312,-1.0129,10,-14.24,-43.1,-27.75,163.38,-8.82,-5.32,5,54.797,47.84999,12.119609,484,NaN,3.35,11.792,146.6,0 / 29,274010,2018-11-12 07:55:32:701
1.3454,0.5371,16.5076,1.5892,1.3756,9.5788,0.1219,-0.6118,5.4572,1.771,-0.5384,0.7346,10,8.82,-25.14,-44.14,220.43,-8.06,-9.42,5,52.984,47.84999,12.119609,484,NaN,3.35,11.792,146.6,0 / 29,276009,2018-11-12 07:55:34:700
2.3647,1.3696,1.4632,1.0693,3.5555,9.0766,1.3268,-2.1057,-6.9904,-1.0315,-0.0234,-0.1434,59,18.74,-25.48,-48.32,254.43,-21.26,-6.72,5,52.154,47.84999,12.119609,484,NaN,3.35,11.792,146.6,0 / 29,278009,2018-11-12 07:55:36:700
-0.2476,3.94,13.0373,0.9525,3.625,9.0621,-0.6766,0.2331,3.5997,1.8995,-0.3184,1.3587,16,6.27,-17.22,-52.83,277.97,-19,-4.62,5,53.083,47.84999,12.119609,484,NaN,3.35,11.792,146.6,0 / 29,280009,2018-11-12 07:55:38:700
0.089,3.4973,7.4213,0.2625,2.7681,9.4042,-0.0949,0.8632,-1.8866,0.3683,0.1539,0.6507,7,-6.69,-13.59,-66.01,40.76,-16.1,-1.55,5,51.093,47.84999,12.119609,484,NaN,3.35,11.792,146.6,0 / 28,282008,2018-11-12 07:55:40:699
0.4484,-0.0181,11.9813,0.0432,2.3583,9.5188,0.4926,-2.2454,1.9234,1.4669,0.0745,0.2503,12,-14.33,-30.39,-59.84,137.19,-13.07,-0.4,5,56.31,47.84999,12.119609,484,NaN,3.35,11.792,146.6,0 / 28,284009,2018-11-12 07:55:42:700
0.4749,1.1181,8.2148,-0.3407,2.4842,9.4807,0.7504,-1.3333,-1.0547,-0.2684,0.1694,0.1831,202,-8.43,-7.03,-67.21,50.31,-14.94,2.04,5,50.691,47.84999,12.119609,484,NaN,3.35,11.792,146.6,0 / 28,286009,2018-11-12 07:55:44:700
-0.5365,1.7255,9.0553,0.8752,1.8702,9.5868,-1.408,-0.1106,-0.4515,0.177,0.0537,-0.163,201,-29.18,42.88,-20.06,30.15,-10.68,-5.42,5,43.081,47.84999,12.119609,484,NaN,3.35,11.792,146.6,0 / 28,288008,2018-11-12 07:55:46:699
0.1668,2.2048,9.5161,-0.4627,2.2625,9.5309,0.6142,-0.0102,0.1449,0.3083,0.1511,0.0032,6,33.69,-7.29,15,254.09,-13.34,2.78,5,41.619,47.84999,12.119609,484,NaN,3.35,11.792,146.6,0 / 28,290009,2018-11-12 07:55:48:700
-0.1463,2.6644,9.736,-0.1251,2.6375,9.4445,-0.0408,0.0867,0.4559,0.065,0.1751,0.3133,24,0.84,-5.97,2.47,196.61,-15.49,0.61,5,41.569,47.84999,12.119609,484,NaN,3.35,11.792,146.6,0 / 28,292009,2018-11-12 07:55:50:700
0.2347,2.7163,8.6395,-0.4999,2.5274,9.4622,0.7039,0.2435,-0.6134,-0.1112,0.1918,0.1195,845,-8.23,-14.85,-20.24,135.47,-15.04,2.73,5,38.532,47.84999,12.119609,484,NaN,3.35,11.792,146.6,0 / 29,294008,2018-11-12 07:55:52:699
0.567,0.3825,8.6401,-0.0563,1.3737,9.7098,0.3396,-0.8632,-0.8616,-0.0419,0.209,-0.1691,62,1.71,-9.82,-29.06,190,-8.17,-0.04,5,46.153,47.84999,12.119609,484,NaN,3.35,11.792,146.6,0 / 24,296009,2018-11-12 07:55:54:700
0.0126,-0.6792,11.9864,-0.3657,1.3613,9.7048,0.3691,-2.04,2.3807,-0.1621,-0.1145,0.0385,313,17.99,-1.88,-31.56,278.3,-8.26,2.39,5,40.237,47.84999,12.119609,484,NaN,3.35,11.792,146.6,0 / 29,298009,2018-11-12 07:55:56:700
0.2771,2.7837,10.288,-0.2416,1.5201,9.6851,0.5203,1.2805,0.7203,-0.1431,-0.4633,-0.1859,7,30.54,5.46,22.07,272.98,-9,1.8,5,42.296,47.84999,12.119609,484,NaN,3.35,11.792,146.6,0 / 28,300009,2018-11-12 07:55:58:700
-1.3067,1.0154,12.0248,-1.6817,-0.0469,9.6613,0.3508,1.057,2.465,-0.1642,-0.2808,0.3384,9,37.84,22.98,23.91,299.05,0.27,9.87,5,45.332,47.84999,12.119609,484,NaN,3.35,11.792,146.6,0 / 29,302008,2018-11-12 07:56:00:699
-3.3649,0.3287,9.2057,-2.8427,0.1786,9.3839,-0.5511,0.1469,-0.0979,0.0167,-0.0804,-0.1291,425,31.58,28.19,-33.34,323.84,-1.06,16.92,5,43.038,47.84999,12.119609,484,NaN,3.35,11.792,146.6,0 / 29,304008,2018-11-12 07:56:02:699
-3.4391,-0.1546,8.8379,-2.9078,0.4892,9.3528,-0.5317,-0.6437,-0.5135,0.1175,0.3395,-0.111,7,23.57,43.67,-33.07,343.21,-3,16.62,5,46.273,47.84999,12.119609,484,NaN,3.35,11.792,146.6,0 / 29,306009,2018-11-12 07:56:04:700
-0.8952,1.0311,11.1381,-1.7761,0.5805,9.627,0.769,0.3948,1.8682,-0.2423,-0.0256,-0.2447,94,37.13,31.85,-49.34,322.18,-3.61,10.47,5,44.263,47.84999,12.119609,484,NaN,3.35,11.792,146.6,0 / 29,308009,2018-11-12 07:56:06:700
-2.4442,0.5979,10.3122,-1.9445,0.0908,9.6115,-0.5433,0.5561,0.8087,-0.2314,0.162,0.1139,66,36.52,29.67,-42.9,318.46,-0.71,11.26,5,50.672,47.84999,12.119609,484,NaN,3.35,11.792,146.6,0 / 29,310008,2018-11-12 07:56:08:699
-2.9073,-0.3154,11.7896,-2.5938,-0.4279,9.4477,-0.2358,0.1269,2.2777,0.0745,-0.2091,-0.2016,171,47.99,25.76,-32.89,302.25,2.3,15.32,5,52.887,47.84999,12.119609,484,NaN,3.35,11.792,146.6,0 / 29,312010,2018-11-12 07:56:10:701
